instance_id,order,class_index,presentation_seed,hidden_rows,seed_rows,seed_digest,target_digest,block_size,policy,tie_repetition,tie_seed,max_nodes,max_seconds,solved,termination,elapsed_seconds,nodes,backtracks,dead_ends,candidate_evaluations,exact_prunes,symmetry_prunes,completed_rows,scoring_calls,scoring_seconds,solution_digest,verification_passed
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,all_pair_product,0,44125636,300000,30.0,True,solved,0.14124260004609823,982,950,950,3906,2801,79,11,447,0.023543300456367433,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,balance_only,0,44125636,300000,30.0,True,solved,0.16757340007461607,1413,1381,1381,5628,4098,91,12,625,0.007949698949232697,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,lexicographic,0,44125636,300000,30.0,True,solved,0.0644548999844119,545,513,513,2172,1582,21,4,0,0.0,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,minimum_max_pressure,0,44125636,300000,30.0,True,solved,0.1808154999744147,1768,1736,1736,7042,5125,120,15,783,0.00633860076777637,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,random_order,0,44125636,300000,30.0,True,solved,0.16665199992712587,1613,1581,1581,6422,4660,120,15,719,0.005637600668706,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,all_pair_product,1,54125655,300000,30.0,True,solved,0.09892949997447431,982,950,950,3906,2801,79,11,447,0.014983298373408616,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,balance_only,1,54125655,300000,30.0,True,solved,0.14934520004317164,1538,1506,1506,6128,4476,86,12,678,0.007303200080059469,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,lexicographic,1,54125655,300000,30.0,True,solved,0.06767670006956905,545,513,513,2172,1582,21,4,0,0.0,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,minimum_max_pressure,1,54125655,300000,30.0,True,solved,0.11177550000138581,1113,1081,1081,4436,3245,50,8,497,0.003985197865404189,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
d16-c0-h4-s21864815,16,0,21864815,4,12,48ccfef7f142571e4f0b4c6aa4e6c66d012bb3d0cf526a854a8440724a2838e1,b7faa5b885b41898600fc0346af01157dfe9859be4cad07caa2f46dabc3eb156,2,random_order,1,54125655,300000,30.0,True,solved,0.1185768999857828,1027,995,995,4092,2988,50,8,466,0.003984999959357083,6dd7de846866f0a246b0ba90bd2e95862634d24526a7120336db49983a66132e,True
